,분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
1809,교육/체험,종로구,청소년 박물관 톡(Talk),2023-05-15~2023-12-08,서울역사박물관,서울역사박물관,"청소년 단체 (학급, 동아리 등)",,,,,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1005&seq=20230510173524923&categoryVal=1003,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=56ce03717168499f9c3b51fb378de2e7&thumb=Y,2023-06-07,기관,00:00.0,00:00.0,,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141924&menuNo=200011
1810,교육/체험,종로구,[서울역사박물관] 청소년 박물관 톡(Talk),2023-05-15~2023-12-08,서울역사박물관 2학습실,서울역사박물관,청소년(중?고등학교 학급 단체),,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3864d800b81049a4aee22db479d9d2b5&thumb=Y,2023-09-04,기관,00:00.0,00:00.0,,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143129&menuNo=200011
1811,교육/체험,종로구,[서울역사박물관] 제39기 중학생 인턴제,2023-05-15~2023-11-11,서울역사박물관,서울역사박물관,중학생 대상,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=af1c9c36cd1341ce80d7c0bc1d86ecc6&thumb=Y,2023-09-04,기관,00:00.0,00:00.0,,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143131&menuNo=200011
1875,교육/체험,도봉구,2023 평화문화진지 기획프로그램 [나의 나무 깎기],2023-05-09~2023-12-31,평화문화진지 4동 스튜디오 8,도봉문화재단,중학생 ~ 성인,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=880&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d3a5a00226d04e14a14975cb454fb6de&thumb=Y,2023-05-15,기관,00:00.0,00:00.0,기타,37.69078014,127.0468126,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141705&menuNo=200011
1902,전시/미술,중구,2023 신당 프로젝트 전시(SPE) [공예 자리],2023-05-05~2023-11-26,신당창작아케이드 SASS갤러리 (황학동 서울중앙시장 지하 7번 출입구 앞),서울문화재단,시민 누구나,,,,,https://www.sfac.or.kr/opensquare/notice/notice_list.do?cbIdx=955&bcIdx=134235&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0d6d0e3ec51f4d658e9c98706e86120f&thumb=Y,2023-05-04,기관,00:00.0,00:00.0,기타,37.5673552,127.0195172,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141579&menuNo=200009
1931,전시/미술,종로구,"오늘은 어린이날, 소파 방정환의 이야기세상",2023-05-04~2024-03-11,국림민속박물관 어린이박물관 2층 상설전시2,기타,누구나,,,,,https://www.nfm.go.kr/kids/nfmkid/show/view.do?shType=S&shLang=KR&shActive=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=46313ff6eb3e40e9bea69f246b90959d&thumb=Y,2023-01-30,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.58167453,126.97889,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140577&menuNo=200009
1975,교육/체험,성북구,2023 서울 문화예술교육 지원사업 프로그램 안내,2023-05-01~2023-11-30,"프로그램 별 상이, 첨부파일 상세 내용 참고",서울문화재단,"프로그램 별 상이, 첨부파일 상세 내용 참고",,,,,https://www.sfac.or.kr/participation/sfac_program.do?eduGubunSel=&pageIndex=&eduMstSeq=32959&eduScheSeq=&mode=VIEW&mstStatus=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=28979e68fefe44da954cfa770ac27847&thumb=Y,2023-08-11,기관,00:00.0,00:00.0,,37.59915583,127.0147745,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142770&menuNo=200011
1989,콘서트,양천구,2023 월간뮤지크,2023-04-29~2023-11-29,양천문화회관 대극장,송파문화재단,8세 이상,"1층 2만원, 2층 1만원(양천구민 50%)",,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=168&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa9d83c762714b758995e8e5c101577e&thumb=Y,2023-04-19,기관,00:00.0,00:00.0,기타,37.51652093,126.86334,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141425&menuNo=200008
2009,교육/체험,은평구,2023년 서울기록원 전시연계 강연프로그램 [기록을 바라보는 여섯 개의 시선],2023-04-28~2023-10-31,서울기록원 3층 교육실,기타,성인(일반인),,,,,https://archives.seoul.go.kr/exhibitions-programs/programs/3357,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cda443c7a0fc4b00a75e7158ccde5c02&thumb=Y,2023-04-28,기관,00:00.0,00:00.0,기타,37.60753303,126.9348602,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141516&menuNo=200011
2032,교육/체험,노원구,특별한(★) 데이(DAY) 천문현상 주제 관측 프로그램,2023-04-26~2023-11-29,서울시립과학관 3층 교육실&옥상정원,서울시립과학관,초등 4학년 이상~성인,"1인 10,000원",,,,https://science.seoul.go.kr/culture/science/read?menuId=15&progMstId=595,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f276f102741a4794b58e8a7dafd5c75c&thumb=Y,2023-03-20,기관,00:00.0,00:00.0,기타,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141038&menuNo=200011
2057,축제-문화/예술,종로구,2023 광화문책마당,2023-04-23~2023-11-12,"서울특별시 종로구 세종대로 172, 광화문 광장",서울도서관,광화문 책마당을 이용하고 싶은 누구든 이용가능,없음,,,, https://seouloutdoorlibrary.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1ebbea84ffe44e5ba5dc1c700cc76f45&thumb=Y,2023-04-18,시민,00:00.0,00:00.0,기타,37.57184786,126.9761683,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141404&menuNo=200010
2062,교육/체험,종로구,어린이 예술탐험대 [탐험대 패키지],2023-04-22~2023-11-25,오픈스테이지 세종예술아카데미(스퀘어홀),세종문화회관,초등학교 1~6학년,"72,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34014&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0778a5a789043f7848a293eee70cb79&thumb=Y,2023-04-03,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141185&menuNo=200011
2063,축제-시민화합,마포구,2023 마포아트센터 광장프로그램 [엠-스퀘어 M-Square],2023-04-22~2023-10-21,마포아트센터 광장,마포문화재단,연령제한없음,무료관람(야외체육제외),,"놀러와요. 마포아트센터 광장으로! o(*^▽^*)┛  작년에 이어 올해에도 광장에서 다양한 장르의 공연을 비롯해 문화 예술 워크숍, 체육특강 등 다채로운 프로그램이 진행됩니다. ",,https://www.mfac.or.kr/communication/notice_all_view.jsp?sc_b_code=BOARD_1207683401&sc_type=2&pk_seq=7966&sc_cond=b_subject&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=af68191e722442f2ae8a651a1f40799a&thumb=Y,2023-04-13,기관,00:00.0,00:00.0,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141360&menuNo=200010
2090,전시/미술,강남구,"소색비무색, 흰옷에 깃든 빛깔",2023-04-20~2023-12-30,경운박물관 기획전시실(경기여고 100주년기념관 1층),강남구청,일반인,,,소색의 의미와 백의민족의 문화상 소개,,http://kwmuseum.org/bbs/board.php?bo_table=exhibition_01&wr_id=26,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=555e83f6d0074e2db5d75c7ce8bc68d9&thumb=Y,2023-04-23,시민,00:00.0,00:00.0,기타,37.4878684,127.0660782,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141460&menuNo=200009
2184,영화,도봉구,2023 삼각산 활짝시네마,2023-04-11~2023-11-28,삼각산시민청 1동 2층 활짝라운지,삼각산시민청,시민 누구나(상영영화 관람등급에 따라 관람석 제한),현장 방문 무료관람(자유석),,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1433&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe7db6f7dc3440ca80c7a31b06308a8c&thumb=Y,2023-03-20,기관,00:00.0,00:00.0,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141037&menuNo=200013
2217,교육/체험,중구,2023 남산골 전통체험,2023-04-07~2023-11-19,남산골한옥마을 (충무로역 3-4번 출구),서울남산국악당,시민 누구나,홈페이지 참고,,,,https://www.hanokmaeul.or.kr/ko/h/exp/2023-%eb%82%a8%ec%82%b0%ea%b3%a8-%ec%a0%84%ed%86%b5%ec%b2%b4%ed%97%98,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bbab00dc062743d399743a19b9a8a619&thumb=Y,2023-03-24,기관,00:00.0,00:00.0,기타,37.5591447,126.9936826,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141092&menuNo=200011
2226,전시/미술,중구,시민청 기획전시 [웨이브 2023 수도서울],2023-04-06~2023-12-31," 서울시청 시민청 지하1층(담벼락미디어, 소리갤러리, 시민청갤러리)",시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2652,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b6562e478734293b17702c0d615e8fb&thumb=Y,2023-04-07,기관,00:00.0,00:00.0,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141268&menuNo=200009
2240,콘서트,중구,2023년 시청 시민청 [바스락콘서트] 모두를 위한 공연,2023-04-05~2023-11-11,서울시청 시민청 지하2층 바스락홀,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2670,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=02369b5c3848474cb580df66fb6bab78&thumb=Y,2023-06-09,기관,00:00.0,00:00.0,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141970&menuNo=200008
2251,전시/미술,중구,SeMA-프로젝트 A,2023-04-04~2023-12-31,"서울시립 미술아카이브 배움동, 나눔동, 모음동 4층 옥상정원",서울시립미술관,누구나,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1113311,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=17db4440319440dea7aeab3922812043&thumb=Y,2023-03-22,기관,00:00.0,00:00.0,기타,37.60802938,126.9721142,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141064&menuNo=200009
2277,교육/체험,동대문구,[동북권체험관광] 2023년 테마별 도보?체험 관광코스 참여자 모,2023-04-01~2023-11-25,동대문구의 역사?문화와 관련된 주요 명소 7코스,동대문문화재단,동대문구를 여행하고 싶은 성인,온라인 예약,,,,http://ddmac.or.kr/sub04/sub01.php?type=view&uid=3656,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4730110932214a4087f83e95465eafc9&thumb=Y,2023-03-31,기관,00:00.0,00:00.0,기타,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141172&menuNo=200011
2316,교육/체험,노원구,2023 과학?문화가 있는 날 月刊夜水 : 월간야수,2023-03-29~2023-11-29,서울시립과학관,서울시립과학관,누구나,과학관 입장료,,,,https://science.seoul.go.kr/culture/science/read?menuId=15&progMstId=596,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c495250d98764b788d39a3a36666d837&thumb=Y,2023-03-29,기관,00:00.0,00:00.0,기타,37.64199411,127.0774371,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141135&menuNo=200011
2366,교육/체험,은평구,[구립증산정보도서관] 열린 책 읽기 모임 Book-ing Club 모집,2023-03-23~2023-12-31,"4층 문화강좌실, 온라인(ZOOM)",기타,성인 10명내외,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1655&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1fb369b484643b7966a0200292252bc&thumb=Y,2023-03-27,기관,00:00.0,00:00.0,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141107&menuNo=200011
2367,기타,마포구,"[독서토론회] 2023년 목, 수다",2023-03-23~2023-12-28,3층 Book C,서울도서관,일반 누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6268,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83d98bee81e14a74827e911a288c0934&thumb=Y,2023-02-03,기관,00:00.0,00:00.0,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140619&menuNo=200013
2445,교육/체험,종로구,2023년 운현궁 티타임,2023-03-14~2023-12-15,운현궁 회랑(당 내에서는 체험 불가),운현궁,시민 누구나,"15,000원(4인 기준)",,,,https://www.unhyeongung.or.kr/sub/prpgram/event_view.php?sno=0&group=basic&code=B35&category=22&&abmode=view&no=1088&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71c37cfef7bc4b1aaa909e150d00bf35&thumb=Y,2023-03-14,기관,00:00.0,00:00.0,기타,37.576125,126.98705,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141006&menuNo=200011
2523,교육/체험,종로구,[돈의문박물관마을] 한옥예술체험 '예술가의 시간',2023-03-02~2023-12-31,돈의문박물관마을 한옥동,돈의문박물관마을,시민 누구나,"10,000~22,000",,"돈의문박물관마을 한옥체험관에서 진행되는 문화?체험 프로그램으로, 서울 100년의 과거와 현재를 이어 ‘서울 사람’의 라이프 스타일을 발굴하는 한옥 예술 체험! ",,http://masilhub.com/ver002/home/index.asp?app_id=VDHB000665,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=958f1be719254162846397286af3bd2a&thumb=Y,2023-03-10,기관,00:00.0,00:00.0,,37.56882395,126.9685231,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140995&menuNo=200011
2524,교육/체험,도봉구,2023년 삼각산동화책,2023-03-02~2023-11-30,삼각산시민청 1동 활짝라운지 (도봉구 삼양로 592),삼각산시민청,만 4세(5~7세반) 어린이 20명 이하,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1425&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7b2909a8e9244ef9c6972f78363ce24&thumb=Y,2023-01-11,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140482&menuNo=200011
2525,콘서트,마포구,Kwavecon,2023-03-02~2023-10-31,케이터틀 2층 K웨이브홀(컨벤션홀),서울문화재단,전체이용가,"공연 : 80,000원 / 디너패키지(공연+디너) : 130,000원",,,,http://www.kwavecon.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5c1e92543b94809a711f2b19a52fbfe&thumb=Y,2023-01-18,시민,00:00.0,00:00.0,기타,,,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140522&menuNo=200008
2540,교육/체험,도봉구,"2023년 함석헌기념관 힐링in문학(낭독) [낭만, 함석헌] 참여자 모집",2023-03-01~2023-12-31,함석헌기념관 유리온실,도봉문화재단,일반인 누구나(선착순),,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=827&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9430832495304c95aa65ac04c0859917&thumb=Y,2023-02-15,기관,00:00.0,00:00.0,기타,37.65296162,127.0347964,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140742&menuNo=200011
2541,교육/체험,도봉구,2023년 함석헌기념관 힐링in문학(낭송) [무욕청정(無欲淸淨)] 참여자 모집,2023-03-01~2023-12-13,함석헌기념관 유리온실,도봉문화재단,일반인 누구나(선착순),,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=828&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=49808f22c1664dbca4f63185149a7beb&thumb=Y,2023-02-15,기관,00:00.0,00:00.0,기타,37.65296162,127.0347964,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140741&menuNo=200011
2542,교육/체험,도봉구,2023 수요창작소,2023-03-01~2023-11-29,삼각산시민청 1동 활짝라운지 (도봉구 삼양로 592),삼각산시민청,만 5세(7세반) 어린이 20명 이하,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1424&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=62f7d39c6b81411cb02d9b8901a3f67b&thumb=Y,2023-01-11,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140481&menuNo=200011
2543,콘서트,도봉구,2023 삼각산 활력콘서트,2023-03-01~2023-10-26,삼각산시민청 1동 2층 활짝라운지,삼각산시민청,시민 누구나,무료,,삼각산시민청 공연 예술가들이 펼치는 상설 공연,,https://sg.seoulcitizenshall.kr/?c=program/perform&mod=view&uid=1490,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7126c0b18abd4a53aa9a7858d6385e15&thumb=Y,2023-02-09,기관,00:00.0,00:00.0,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140676&menuNo=200008
2574,클래식,종로구,2023년 박물관 토요음악회 ,2023-02-24~2023-12-02,박물관 1층 로비 ,서울역사박물관,일반시민(제한없음),무료,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1018&seq=20230224110029502&sso=ok ,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1018&seq=20230224110029502&sso=ok ,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1018&seq=20230224110029502&sso=ok ,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1018&seq=20230224110029502&sso=ok ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e1cfa0d9558744acb462d0d9fcd49c7e&thumb=Y,2023-02-24,기관,00:00.0,00:00.0,기타,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140821&menuNo=200008
